,Year,School,W-L%,SRS,SOS,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
1382,2013,Prairie View NCAA,.531,-7.82,-8.51,1895,1873,68.9,84.7,.309,.218,.462,50.0,56.6,13.7,6.6,.429,20.3,32.3,.201
1383,2013,Presbyterian,.613,-10.11,-6.66,1683,1652,63.2,85.5,.329,.256,.509,50.1,67.6,9.6,7.2,.476,25.8,27.0,.224
1384,2013,Princeton NCAA,.759,18.70,0.49,2065,1537,71.3,99.8,.276,.273,.498,58.0,61.8,13.8,9.3,.472,16.6,39.4,.184
1385,2013,Providence,.233,-2.23,10.40,1784,2163,73.5,80.0,.234,.207,.424,46.5,47.6,12.1,5.8,.385,19.2,33.5,.172
1386,2013,Purdue NCAA,.735,18.67,12.17,2308,2087,70.2,94.6,.334,.266,.527,52.3,66.2,11.4,8.8,.483,21.0,33.3,.256
1387,2013,Purdue-Fort Wayne,.433,-8.79,-3.54,1879,1887,64.7,96.0,.320,.421,.507,45.0,54.2,11.2,4.1,.457,18.0,25.7,.255
1388,2013,Quinnipiac NCAA,.909,7.64,-5.51,2327,1893,76.6,92.0,.302,.311,.477,47.9,66.6,16.2,9.3,.449,16.2,31.0,.193
1389,2013,Radford,.533,-6.88,-9.02,1841,1709,70.5,86.3,.295,.238,.447,51.4,52.2,15.1,6.2,.406,20.1,38.0,.207
1390,2013,Rhode Island,.207,-11.37,-0.15,1407,1632,64.4,75.0,.312,.160,.419,50.2,59.8,9.0,8.2,.380,23.7,32.6,.203
1391,2013,Rice,.467,-2.07,1.42,1713,1779,71.5,79.5,.293,.210,.427,53.5,57.5,7.8,7.5,.389,21.2,33.8,.196
1392,2013,Richmond,.500,4.34,3.16,1973,1935,71.2,86.3,.256,.303,.475,49.7,59.3,11.8,9.6,.438,20.0,28.7,.191
1395,2013,Rider,.500,-6.71,-6.68,1813,1814,71.3,84.1,.379,.273,.441,50.5,51.1,12.0,9.7,.384,19.1,34.9,.273
1396,2013,Robert Morris,.241,-11.23,-4.26,1623,1825,68.7,80.1,.258,.297,.434,51.8,55.9,12.2,10.2,.401,22.8,37.6,.172
1397,2013,Rutgers,.533,13.14,10.11,1679,1588,68.0,81.6,.331,.184,.467,54.0,63.3,14.8,11.5,.436,25.0,38.5,.210
1398,2013,Sacramento State,.613,-2.29,-3.74,2243,2198,80.5,88.8,.242,.318,.467,46.2,62.1,14.5,11.7,.438,17.1,29.7,.164
1399,2013,Sacred Heart,.667,-0.89,-7.07,2065,1861,71.3,87.4,.243,.286,.465,47.5,63.4,16.4,7.6,.425,18.1,31.0,.187
1400,2013,Saint Francis (PA),.515,-7.84,-4.02,2128,2254,78.2,82.4,.300,.337,.455,47.5,61.9,14.5,5.8,.423,21.3,30.9,.192
1401,2013,Saint Joseph's NCAA,.719,14.07,4.76,2065,1726,67.6,94.4,.273,.242,.483,51.5,63.7,11.5,8.7,.445,16.6,33.1,.201
1402,2013,Saint Louis,.387,-3.00,0.87,1675,1795,64.6,83.6,.266,.245,.450,51.5,56.6,8.1,2.7,.416,19.9,32.2,.183
1403,2013,Saint Mary's (CA),.676,6.05,4.89,2186,1888,67.3,95.3,.434,.240,.487,58.9,53.7,9.2,8.6,.428,20.4,40.9,.320
1404,2013,Saint Peter's,.067,-21.85,-5.82,1589,2070,72.8,72.5,.264,.313,.405,44.7,49.5,12.8,8.6,.365,21.9,28.8,.180
1405,2013,Sam Houston State,.545,-4.46,-4.40,2069,1881,66.8,93.5,.318,.298,.461,54.1,58.4,8.9,8.4,.417,18.4,37.9,.227
1406,2013,Samford,.484,-8.31,-6.54,1670,1661,66.5,81.0,.248,.413,.488,46.8,65.4,9.3,7.4,.450,22.2,14.9,.190
1407,2013,San Diego,.688,9.64,3.64,2324,1617,67.7,106.1,.232,.246,.496,57.7,48.8,13.2,14.7,.469,15.6,42.2,.162
1408,2013,San Diego State,.794,14.90,1.27,1383,,,,.220,.255,.514,,52.3,,,.489,14.5,,.156
1409,2013,San Francisco,.387,-2.69,2.53,1952,1889,71.8,87.4,.345,.282,.472,51.0,44.7,12.0,6.4,.436,21.2,29.5,.228
1410,2013,San Jose State,.367,-12.70,-4.03,2022,2082,81.3,82.9,.356,.215,.454,47.3,53.0,13.4,7.8,.402,21.8,29.6,.255
1411,2013,Santa Clara,.467,-1.98,2.90,1796,1780,70.7,84.6,.266,.295,.469,51.5,62.0,11.6,9.6,.438,23.1,33.3,.181
1412,2013,Savannah State,.233,-19.76,-5.36,731,,,,.298,.163,.411,,47.8,,,.372,22.1,,.194
1413,2013,Seattle,.645,-0.71,-4.90,2090,1960,76.8,86.4,.384,.207,.487,53.0,60.8,16.4,5.1,.446,22.5,32.5,.260
1414,2013,Seton Hall,.355,-0.23,8.07,1648,1905,67.8,78.4,.229,.289,.427,47.7,58.4,12.6,6.9,.395,20.7,31.2,.156
1417,2013,Siena,.419,-9.33,-5.98,1754,1858,70.8,79.6,.392,.271,.439,51.0,55.7,13.7,6.9,.375,22.7,35.8,.292
1418,2013,South Alabama,.567,-2.83,-2.97,1715,1625,66.9,85.5,.252,.376,.447,52.2,49.2,10.6,5.1,.421,20.0,33.3,.159
1419,2013,South Carolina NCAA,.758,19.75,8.75,2024,1613,65.3,93.5,.421,.235,.449,57.1,47.9,13.3,9.0,.420,16.5,43.2,.237
1420,2013,South Carolina State,.690,-3.67,-9.04,1801,1347,63.7,97.1,.289,.237,.458,55.9,53.2,15.6,12.8,.421,18.3,42.8,.199
1421,2013,South Carolina Upstate,.400,-16.36,-7.81,1772,1937,70.8,82.7,.318,.231,.494,48.3,56.0,11.5,6.4,.454,25.4,27.5,.230
1422,2013,South Dakota,.543,-1.12,-3.98,2223,1872,65.8,96.5,.276,.275,.483,55.9,61.4,10.9,8.5,.448,17.7,36.1,.196
1423,2013,South Dakota State NCAA,.758,6.42,-0.76,2205,1969,70.9,93.6,.360,.338,.519,53.2,63.7,12.5,7.5,.478,20.6,30.6,.259
1424,2013,South Florida NCAA,.667,18.15,8.91,2296,1991,75.5,91.1,.293,.307,.463,53.7,54.9,13.8,12.0,.426,17.3,37.4,.202
1425,2013,Southeast Missouri State,.379,-9.41,-5.34,1722,1840,71.3,83.3,.249,.333,.461,48.3,63.6,8.2,5.9,.425,19.8,26.8,.181
1426,2013,Southeastern Louisiana,.379,-17.77,-7.46,1857,1796,69.9,90.9,.318,.224,.468,54.9,52.2,9.9,4.4,.431,22.6,41.3,.217
1427,2013,Southern,.433,-13.65,-9.55,1715,1838,70.5,80.4,.303,.201,.438,46.2,49.1,10.6,6.2,.398,19.4,29.2,.206
1428,2013,Southern California,.355,8.11,12.76,1905,2049,71.8,85.3,.382,.252,.453,50.7,60.6,10.0,8.8,.401,19.3,34.5,.267
1429,2013,Southern Illinois,.161,-14.60,-0.89,1884,2309,74.4,81.3,.266,.286,.451,45.6,48.8,9.6,6.9,.422,20.6,28.1,.170
1430,2013,SIU Edwardsville,.516,-5.60,-4.15,1931,1976,70.4,87.5,.399,.207,.443,55.8,54.2,12.6,7.2,.397,18.6,42.0,.261
1431,2013,Southern Methodist,.677,5.98,-0.44,2120,1921,72.1,93.7,.341,.256,.481,49.4,59.7,14.5,6.9,.443,17.6,35.7,.233
1432,2013,Southern Mississippi,.484,-4.77,-1.43,1957,1822,68.9,90.5,.288,.213,.465,50.1,56.1,13.3,7.8,.437,20.9,33.9,.181
1433,2013,Southern Utah,.484,-4.65,-5.38,2160,2039,75.5,90.9,.362,.246,.477,55.0,57.3,12.7,7.7,.435,21.9,41.8,.249
1434,2013,St. Bonaventure,.345,-0.23,1.87,1588,1649,65.1,83.4,.322,.298,.448,47.1,49.1,10.1,7.2,.405,18.4,27.6,.225
1435,2013,St. Francis (NY),.367,-11.93,-8.90,1681,1772,66.0,83.8,.260,.337,.478,49.1,64.6,10.9,5.5,.444,22.8,30.5,.186
1436,2013,St. John's (NY) NCAA,.581,16.34,11.60,1911,1764,67.5,89.5,.333,.180,.467,50.9,52.9,11.5,13.3,.425,17.1,33.7,.231
1439,2013,Stanford NCAA,.917,31.22,12.67,2538,1870,67.8,104.0,.268,.276,.528,55.8,51.8,8.6,11.7,.499,14.8,36.5,.192
1440,2013,Stephen F. Austin,.452,-7.17,-5.59,1908,1674,66.4,91.2,.363,.320,.468,56.1,56.1,9.0,9.1,.426,21.8,39.1,.244
1441,2013,Stetson NCAA,.727,1.30,-8.07,2266,1901,69.5,98.8,.262,.316,.517,49.9,50.9,12.8,9.9,.486,16.3,30.6,.189
1442,2013,Stony Brook,.467,-8.53,-6.27,1590,1658,66.0,80.0,.341,.220,.435,52.7,53.3,12.5,3.4,.403,22.0,35.5,.207
1443,2013,Syracuse NCAA,.750,22.33,7.77,2304,1838,72.9,97.3,.325,.325,.489,54.4,60.0,16.7,13.6,.449,18.0,42.8,.231
1444,2013,TCU,.300,7.07,13.14,1792,1974,71.3,83.7,.259,.384,.441,45.1,57.5,12.1,12.2,.405,18.2,29.6,.180
1445,2013,Temple,.438,2.32,4.72,1743,1820,68.3,79.4,.237,.283,.435,52.9,65.3,11.2,10.7,.403,22.3,36.9,.163
1446,2013,Tennessee NCAA,.771,27.97,14.26,2717,2237,75.8,101.7,.308,.224,.528,54.4,50.8,11.7,8.6,.488,17.6,38.0,.234
1447,2013,Tennessee State,.464,-7.86,-4.98,1735,1761,71.4,86.4,.344,.237,.445,50.5,48.9,13.3,10.5,.401,18.7,34.9,.235
1448,2013,Tennessee Tech,.613,-2.54,-4.94,2068,1910,67.9,97.0,.274,.303,.511,49.8,52.2,10.7,6.6,.481,16.9,27.4,.193
1449,2013,Tennessee-Martin NCAA,.559,4.98,0.62,2482,2334,71.9,100.0,.261,.424,.526,45.0,56.0,11.9,10.8,.491,15.3,26.3,.200
1450,2013,Texas,.400,12.96,13.60,1848,1867,72.1,85.0,.320,.212,.463,57.5,54.0,9.9,11.5,.430,23.1,43.5,.208
1451,2013,Texas A&M NCAA,.714,26.58,14.46,2445,2021,72.0,97.1,.263,.151,.509,53.8,61.0,12.2,7.7,.483,17.4,36.1,.180
1452,2013,Texas A&M-Corpus Christi,.138,-18.84,-4.55,1442,1730,66.6,74.3,.305,.253,.396,48.5,53.1,12.2,6.5,.357,23.0,34.2,.194
1453,2013,Texas Southern,.625,-8.76,-9.94,1953,1838,71.6,85.2,.451,.287,.482,50.8,60.2,14.5,12.3,.437,23.2,33.8,.295
1454,2013,Texas State,.333,-8.90,-5.63,2084,2086,74.1,92.2,.292,.326,.474,45.5,46.2,12.1,6.7,.442,15.1,25.2,.195
1455,2013,Texas Tech NCAA,.656,17.87,11.40,2089,1882,68.6,94.4,.364,.286,.483,50.5,46.9,14.9,5.5,.438,17.0,35.5,.258
1456,2013,Texas-Rio Grande Valley,.429,-18.38,-12.38,1671,1588,70.1,84.4,.258,.288,.451,51.1,59.1,11.3,7.5,.428,22.5,32.4,.156
1457,2013,Toledo,.879,13.58,-0.48,2165,1701,71.8,91.4,.254,.288,.477,54.9,59.6,14.2,6.8,.454,18.2,34.5,.162
1458,2013,Towson,.400,-8.17,-1.27,1701,1908,67.4,83.1,.364,.235,.450,50.9,48.6,11.8,8.3,.409,21.7,37.3,.237
1461,2013,Troy,.226,-9.71,-2.55,2176,2398,81.2,85.8,.310,.281,.479,46.6,48.2,11.1,5.5,.437,21.3,29.1,.224
1462,2013,Tulane,.727,4.96,-0.01,2172,1880,68.0,95.4,.302,.265,.480,54.4,66.4,13.2,10.9,.445,18.3,38.1,.207
1463,2013,Tulsa NCAA,.500,1.67,2.10,2155,2072,71.6,88.2,.346,.267,.463,49.5,53.4,13.3,5.4,.425,18.3,29.9,.228
1464,2013,UAB,.581,2.57,-2.91,1897,1727,69.5,87.1,.326,.254,.462,48.2,54.0,16.4,9.2,.425,18.7,33.0,.217
1465,2013,UC Davis,.400,-2.27,0.80,1821,1913,73.3,82.1,.329,.406,.484,43.2,59.8,14.9,8.1,.437,23.8,25.1,.245
1466,2013,UC Irvine,.300,-7.50,-0.07,1617,1840,68.4,78.4,.312,.299,.423,48.3,52.5,11.3,4.4,.383,20.9,31.7,.204
1467,2013,UC Riverside,.379,-3.68,1.05,1750,1887,72.8,82.5,.302,.239,.469,48.4,53.9,11.6,8.2,.424,21.8,29.3,.225
1468,2013,UC Santa Barbara,.485,1.32,2.90,1693,1745,62.6,81.9,.273,.139,.462,50.8,58.8,7.4,7.5,.419,20.6,28.5,.205
1469,2013,UCLA NCAA,.765,20.01,12.90,2294,2052,73.7,91.2,.303,.158,.481,55.0,63.3,13.4,7.3,.446,20.1,39.5,.209
1470,2013,UNC Asheville,.067,-26.22,-7.72,1519,1890,67.2,75.3,.284,.304,.423,49.1,59.4,11.0,6.8,.381,25.7,34.2,.198
1471,2013,UNC Greensboro,.258,-17.69,-6.34,1772,2124,74.5,76.4,.280,.208,.407,46.6,46.2,13.1,5.0,.374,20.6,34.5,.174
1472,2013,UNC Wilmington,.161,-8.43,2.22,1659,1989,67.4,79.1,.241,.350,.444,46.0,53.7,10.2,5.8,.419,20.9,26.7,.153
1473,2013,UT Arlington,.233,-17.54,-4.54,1765,2155,75.7,77.4,.249,.214,.432,47.5,51.3,9.6,7.3,.397,22.5,30.5,.174
1474,2013,Utah,.622,11.82,6.67,2183,1948,64.2,91.3,.296,.310,.503,51.9,57.2,8.4,8.3,.470,18.5,23.9,.209
1475,2013,Utah State,.563,-2.80,-3.84,2448,2349,78.0,95.9,.297,.361,.515,46.7,53.7,15.0,9.8,.469,18.1,26.5,.238
1476,2013,Utah Valley,.500,-12.86,-11.61,1888,1771,71.1,88.1,.352,.275,.472,50.3,58.3,10.5,7.4,.430,20.7,29.5,.243
1477,2013,UTEP,.688,4.82,-1.51,2128,1861,71.6,92.5,.331,.283,.464,54.9,57.3,10.0,5.5,.426,17.2,36.0,.222
1478,2013,UTSA,.533,-5.37,-6.61,1825,1701,70.8,85.2,.294,.332,.441,51.7,52.1,13.6,8.8,.409,18.4,32.4,.187
1479,2013,Valparaiso,.355,-6.05,1.41,1926,2074,69.2,89.0,.297,.294,.483,53.4,60.6,8.5,4.8,.443,22.2,36.2,.218
1480,2013,Vanderbilt NCAA,.636,18.38,11.17,2168,1863,69.3,94.9,.340,.258,.509,53.7,63.1,9.2,8.2,.470,20.7,34.9,.244
1483,2013,Vermont,.323,-15.87,-5.32,1581,1908,69.1,73.5,.287,.280,.413,52.4,66.0,10.5,7.6,.374,24.6,36.1,.192
1484,2013,Villanova NCAA,.656,17.26,10.45,1898,1680,62.2,93.5,.189,.449,.490,46.9,72.5,11.4,9.0,.469,14.3,24.9,.130
1485,2013,Virginia,.533,12.83,10.96,1857,1801,69.0,88.6,.356,.253,.483,52.2,57.4,13.1,7.3,.432,21.3,37.0,.264
1486,2013,Virginia Commonwealth,.367,-3.13,-0.66,1774,1848,69.8,84.7,.273,.329,.457,49.5,60.3,16.2,5.6,.423,21.3,35.4,.186
1487,2013,Virginia Tech,.333,5.95,12.72,1480,1683,66.7,73.9,.259,.198,.412,49.7,61.9,9.7,8.5,.381,21.8,31.4,.163
1488,2013,Wagner,.103,-24.81,-6.61,1484,2012,70.7,72.4,.220,.384,.433,40.3,60.6,10.3,8.3,.403,24.8,22.6,.151
1489,2013,Wake Forest,.406,6.85,11.79,2164,2322,74.4,89.1,.293,.267,.487,47.9,58.0,11.4,6.8,.462,20.8,33.8,.186
1490,2013,Washington,.636,8.49,7.10,2156,2110,73.9,87.1,.260,.385,.447,44.4,47.8,11.9,7.1,.414,14.0,25.7,.177
1491,2013,Washington State,.355,5.89,11.15,1841,2004,74.0,79.0,.231,.267,.423,46.6,47.8,12.7,8.6,.391,18.6,29.0,.156
1492,2013,Weber State,.000,-21.80,-0.69,1533,2145,75.8,69.4,.305,.204,.398,43.5,44.0,12.5,6.5,.355,23.5,27.8,.200
1493,2013,West Virginia NCAA,.548,16.90,13.83,1978,1883,71.5,88.9,.304,.298,.459,51.3,52.4,14.1,8.5,.427,18.9,37.3,.197
1494,2013,Western Carolina,.233,-17.78,-8.38,1517,1799,64.6,77.4,.262,.258,.409,48.8,38.3,11.5,8.0,.373,20.2,34.6,.174
1495,2013,Western Illinois,.467,-6.41,-5.77,1930,1798,68.5,93.1,.258,.403,.488,49.7,65.5,11.6,8.9,.463,19.3,28.7,.170
1496,2013,Western Kentucky,.667,0.32,-2.38,2268,2179,74.9,91.5,.316,.221,.499,49.8,44.9,12.8,8.1,.457,20.2,33.1,.233
1497,2013,Western Michigan,.355,-8.23,-1.52,1819,2027,71.1,81.2,.261,.263,.446,48.3,50.1,10.4,6.2,.413,20.5,27.8,.175
1498,2013,Wichita State NCAA,.706,7.84,2.07,2078,1882,66.1,92.2,.300,.199,.493,50.8,52.5,13.4,12.2,.459,17.9,32.4,.207
1499,2013,William & Mary,.267,-6.55,0.31,1833,1954,69.8,86.8,.259,.319,.463,48.4,64.5,14.7,6.0,.427,21.0,34.3,.185
1500,2013,Winthrop,.636,-2.38,-6.22,2271,2065,73.0,94.2,.267,.290,.480,51.3,49.2,12.7,9.9,.445,17.7,35.1,.192
1501,2013,Wisconsin,.387,10.03,11.48,1799,1844,68.3,83.9,.265,.324,.477,50.0,63.0,9.9,10.6,.435,22.7,30.7,.204
1502,2013,Wofford,.276,-14.64,-8.22,1627,1813,72.8,76.1,.316,.259,.428,47.9,42.1,12.5,6.5,.398,22.7,30.6,.189
1505,2013,Wright State,.400,-7.78,0.02,1943,2091,71.7,89.6,.299,.410,.465,48.9,49.5,8.7,7.8,.437,17.2,29.3,.188
1506,2013,Wyoming,.750,7.99,-2.01,2245,1848,67.3,104.3,.321,.301,.538,56.2,62.7,7.5,6.9,.503,16.8,35.7,.233
1507,2013,Xavier,.448,0.93,1.27,1746,1756,68.7,86.1,.339,.289,.486,51.2,61.8,10.0,6.3,.441,21.7,29.3,.247
1508,2013,Yale,.464,-5.15,-2.05,1800,1887,74.5,85.9,.235,.331,.463,45.7,53.1,9.6,4.7,.430,18.8,30.1,.170
1509,2013,Youngstown State,.697,3.43,-1.29,2090,1856,67.7,93.6,.308,.468,.497,49.1,59.3,12.8,4.3,.460,18.4,29.8,.220
1510,2014,Abilene Christian,.600,-8.43,-8.22,2285,1537,66.7,114.3,.281,.460,.532,57.7,58.2,14.4,11.9,.510,19.9,40.6,.185
1511,2014,Air Force,.034,-24.96,-1.85,1555,2225,72.6,73.6,.252,.301,.428,41.7,63.6,8.6,3.3,.398,23.3,24.5,.163
1512,2014,Akron NCAA,.697,6.87,-1.01,2706,2368,77.0,106.5,.353,.289,.542,52.7,63.5,8.5,5.9,.497,16.1,35.5,.272
1513,2014,Alabama,.467,8.27,12.33,1944,2066,71.9,88.7,.339,.306,.470,48.0,49.1,10.1,7.1,.438,18.3,30.6,.214
1514,2014,Alabama A&M,.200,-24.67,-13.63,1975,2306,78.5,83.5,.424,.258,.470,44.5,51.0,12.4,2.5,.421,21.4,29.6,.287
1515,2014,Alabama State,.533,-14.79,-13.87,1918,1678,70.0,89.9,.366,.278,.443,57.0,57.3,10.1,12.4,.402,20.7,41.7,.237
1516,2014,Albany (NY) NCAA,.848,7.01,-9.17,2358,1824,70.1,101.9,.392,.185,.534,57.6,58.5,14.5,6.9,.502,19.5,42.0,.263
1517,2014,Alcorn State,.267,-26.28,-10.41,1591,2067,73.7,71.4,.425,.155,.399,47.5,35.0,10.0,6.5,.347,22.6,33.6,.264
1518,2014,American,.688,5.51,-3.65,2052,1759,65.9,97.3,.271,.331,.503,50.9,65.1,9.9,5.3,.471,15.8,29.8,.193
1519,2014,Appalachian State,.448,-10.46,-7.46,1834,1832,70.1,89.4,.301,.161,.469,55.0,48.9,12.8,9.0,.437,21.5,41.5,.199
1520,2014,Arizona,.167,2.18,10.34,1736,1981,69.5,82.2,.267,.181,.457,45.2,52.0,9.1,5.5,.424,18.9,22.9,.181
1521,2014,Arizona State NCAA,.697,16.08,12.29,2304,2106,71.9,96.1,.422,.232,.502,54.0,56.8,11.1,4.6,.458,19.4,38.2,.288
1522,2014,Arkansas,.633,19.00,6.53,1997,1623,68.9,96.7,.329,.292,.497,51.6,63.3,13.4,12.3,.462,15.8,34.0,.226
1523,2014,Arkansas State,.647,3.46,-3.48,2487,2251,72.2,100.9,.390,.247,.521,53.4,50.8,11.3,6.2,.485,17.5,38.4,.266
1524,2014,Arkansas-Pine Bluff,.103,-26.52,-10.85,1687,1985,69.0,83.2,.374,.208,.441,47.6,46.6,9.2,3.5,.402,20.5,31.2,.234
1525,2014,Army NCAA,.758,3.07,-3.34,2196,1883,64.5,102.5,.364,.313,.514,54.8,52.2,8.4,7.0,.470,16.0,36.4,.267
1526,2014,Auburn,.559,12.30,9.50,2239,2144,73.3,88.8,.348,.183,.473,52.9,60.4,14.0,12.9,.436,19.7,37.6,.231
1527,2014,Austin Peay,.310,-13.84,-5.05,2022,2170,76.8,90.8,.286,.239,.482,49.8,50.6,8.1,5.4,.456,18.5,28.7,.184
1528,2014,Ball State,.514,1.53,0.48,2379,2342,72.1,93.6,.486,.388,.526,48.4,62.6,8.6,6.1,.475,20.5,27.8,.344
1529,2014,Baylor NCAA,.865,32.62,11.86,3093,2241,73.7,111.6,.355,.235,.522,58.1,62.8,9.5,10.6,.480,13.4,42.0,.260
1532,2014,Belmont,.438,-8.11,-5.24,2054,2146,69.7,91.8,.327,.329,.486,49.8,57.1,7.5,4.7,.441,17.3,29.9,.241
1533,2014,Bethune-Cookman,.400,-13.03,-6.82,1757,1670,66.2,87.7,.371,.289,.449,53.1,41.7,8.9,13.4,.404,21.1,35.8,.249
1534,2014,Binghamton,.167,-22.63,-7.56,1487,1939,66.4,73.8,.354,.228,.417,44.9,55.3,8.1,5.5,.370,21.6,25.8,.233
1535,2014,Boise State,.563,-1.59,-1.96,2249,2070,72.7,95.9,.269,.334,.491,49.2,54.8,11.2,5.7,.458,17.9,32.3,.193
1536,2014,Boston College,.387,8.26,12.16,2045,2166,68.6,95.5,.261,.379,.529,48.2,63.1,9.8,7.4,.497,19.3,28.7,.196
1537,2014,Boston University,.394,-7.15,-1.87,1967,2141,70.0,85.2,.301,.374,.452,45.7,67.5,6.8,8.2,.425,15.9,23.3,.185
1538,2014,Bowling Green State,.857,12.31,-0.58,2438,1987,68.4,101.5,.380,.388,.537,54.4,58.6,10.7,6.3,.492,17.4,32.9,.284
1539,2014,Bradley,.267,-12.89,-2.19,2090,2411,76.9,89.8,.385,.216,.482,47.9,47.1,9.3,4.6,.431,19.0,31.8,.280
1540,2014,Brigham Young NCAA,.800,14.60,7.31,2519,2129,70.6,100.1,.413,.314,.537,56.0,68.2,7.4,14.7,.492,19.3,32.3,.300
1541,2014,Brown,.357,-10.08,-6.58,1771,1869,67.8,92.5,.346,.376,.510,45.4,62.4,11.5,4.8,.467,18.4,26.6,.253
1542,2014,Bryant,.531,-7.42,-9.89,2309,2230,74.1,96.2,.365,.250,.498,55.2,56.9,9.8,4.7,.462,18.6,39.4,.245
1543,2014,Bucknell,.533,-4.78,-2.94,2005,2060,73.2,90.2,.393,.261,.500,50.3,61.6,7.9,7.2,.448,19.4,27.3,.289
1544,2014,Buffalo,.567,-3.12,-2.94,2046,1958,75.8,89.2,.331,.324,.471,51.4,56.5,13.4,11.6,.436,19.3,32.6,.217
1545,2014,Butler,.484,4.63,5.89,2007,2046,71.7,89.5,.328,.329,.502,48.6,63.8,10.2,11.2,.462,18.5,23.9,.236
1546,2014,Cal Poly,.563,0.45,2.24,2420,2374,75.8,98.6,.282,.258,.491,52.2,52.6,6.8,7.2,.461,15.3,35.5,.192
1547,2014,Cal State Bakersfield,.613,-3.60,-3.84,2333,2161,73.9,101.1,.305,.290,.491,50.9,49.6,11.0,5.2,.451,15.3,35.6,.222
1548,2014,Cal State Fullerton,.400,-3.76,0.92,1855,1912,67.5,91.3,.329,.408,.472,47.4,58.0,9.1,4.0,.429,16.9,29.7,.232
1549,2014,Cal State Northridge NCAA,.545,2.21,0.81,2251,2205,73.1,92.6,.254,.347,.480,50.3,60.0,10.4,9.1,.450,17.4,33.7,.175
1550,2014,California NCAA,.688,17.03,13.25,2232,2111,74.9,92.0,.369,.231,.470,53.6,50.5,9.7,6.8,.430,16.4,33.6,.246
1551,2014,Campbell,.613,-8.90,-9.90,1996,1821,67.9,94.0,.315,.299,.491,54.2,69.3,11.9,8.5,.460,21.2,39.0,.208
1554,2014,Canisius,.433,-11.44,-6.04,1748,1910,68.1,85.2,.296,.309,.482,47.9,64.5,7.6,9.3,.449,21.1,25.8,.201
1555,2014,Central Arkansas,.600,-7.04,-9.04,1853,1505,63.0,97.7,.329,.252,.495,55.3,57.1,10.8,6.5,.458,18.6,31.1,.228
1556,2014,Central Connecticut State,.393,-12.44,-8.26,1771,1888,73.9,84.8,.350,.235,.447,52.3,49.1,12.2,7.7,.406,20.0,37.6,.232
1557,2014,Central Florida,.333,-1.16,8.57,1718,1916,73.2,77.6,.321,.220,.419,50.0,45.8,9.9,7.1,.374,21.1,31.7,.217
1558,2014,Central Michigan,.625,8.82,4.04,2628,2475,80.9,99.9,.315,.369,.507,51.8,50.8,9.6,5.5,.484,15.8,34.1,.196
1559,2014,Charleston Southern,.000,-19.67,-7.70,1891,1793,68.0,92.3,.312,.414,.455,49.2,48.5,13.6,8.3,.424,19.9,33.8,.197
1560,2014,Charlotte,.484,3.25,2.25,2118,2087,73.8,92.2,.312,.208,.487,53.3,52.0,8.2,8.3,.444,18.6,35.4,.231
1561,2014,Chattanooga NCAA,.879,7.77,-5.75,2302,1856,68.2,101.1,.285,.285,.523,53.0,58.1,11.8,11.2,.491,15.6,31.5,.204
1562,2014,Chicago State,.100,-29.81,-4.99,1624,2090,69.1,78.4,.319,.273,.423,45.3,43.9,12.6,7.6,.388,21.7,27.5,.198
1563,2014,Cincinnati,.419,5.51,11.16,1648,1823,67.8,78.4,.253,.283,.446,48.5,58.6,8.9,7.0,.409,21.9,27.9,.180
1564,2014,Clemson,.406,2.60,9.66,1888,2114,67.3,86.9,.319,.205,.476,45.3,55.3,10.2,9.7,.446,19.4,29.3,.204
1565,2014,Cleveland State,.467,-4.63,-2.87,2255,2230,72.2,103.7,.363,.416,.538,46.6,56.1,11.0,5.5,.503,16.5,30.1,.254
1566,2014,Coastal Carolina,.484,-11.40,-8.61,2230,2027,72.7,98.5,.312,.243,.498,53.5,49.6,11.8,4.8,.456,19.3,36.4,.232
1567,2014,Colgate,.267,-10.38,-0.94,1855,2138,73.3,84.0,.244,.298,.438,47.2,58.2,10.1,6.3,.403,16.4,28.2,.171
1568,2014,College of Charleston,.559,-1.32,-0.91,2360,2374,79.1,87.7,.313,.216,.438,48.9,52.3,12.0,6.6,.400,15.5,33.0,.206
1569,2014,Colorado,.559,14.92,9.24,2352,2159,73.8,93.3,.391,.240,.494,54.4,56.2,11.0,10.4,.451,18.8,35.6,.268
1570,2014,Colorado State,.758,8.34,-1.05,2377,1932,68.6,103.0,.298,.383,.518,50.6,63.7,10.7,9.5,.478,14.4,28.0,.225
1571,2014,Columbia,.214,-17.51,-4.65,1681,2041,71.6,83.8,.372,.290,.454,47.4,47.5,8.0,5.2,.409,19.4,29.9,.250
1572,2014,Connecticut NCAA,1.000,47.05,12.80,3283,1913,70.9,115.7,.261,.324,.587,57.8,67.9,13.2,18.6,.562,14.2,36.0,.195
1573,2014,Coppin State,.548,-5.46,-4.70,2035,1858,72.6,90.4,.415,.169,.450,53.5,57.9,12.5,6.6,.405,19.9,41.4,.268
1576,2014,Cornell,.500,-4.80,-5.41,1768,1751,71.5,88.3,.391,.259,.483,49.7,68.8,12.6,6.0,.435,19.3,29.9,.275
